Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MEAN_INTENSITY01,MEAN_INTENSITY02,MEAN_INTENSITY03,MEAN_INTENSITY04,MEAN_INTENSITY05,MEAN_INTENSITY06,MEAN_INTENSITY07,MEAN_INTENSITY08,MEAN_INTENSITY09,MEAN_INTENSITY10,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID3817,3817,0,14.531,1093.556,497.724,0,83615.880,40,10,1,2561.103,1634.025,2074.688,None,None,None,None,None,None,None,-10921639,2074.688,2156,1294,2512,1553941,265.375,17.915,0.248,3.104
ID3818,3818,82,16.827,598.070,512.421,0,83615.880,40,10,1,2267.499,1500.366,2168.929,None,None,None,None,None,None,None,-10921639,2168.929,2299,1067,2690,1624528,361.467,17.505,0.290,2.695
ID3819,3819,75,20.069,503.007,516.590,0,83615.880,40,10,1,2117.609,1235.393,2215.565,None,None,None,None,None,None,None,-10921639,2215.565,2327,1065,2905,1659458,449.885,16.894,0.346,2.531
ID3820,3820,91,14.412,939.344,520.232,0,83615.880,40,10,1,2330.870,1162.399,1752.907,None,None,None,None,None,None,None,-10921639,1752.907,1834,939,2374,1312927,349.316,14.726,0.272,2.148
ID3821,3821,73,11.612,718.695,530.787,0,83615.880,40,10,1,2243.565,1155.585,1629.802,None,None,None,None,None,None,None,-10921639,1629.802,1641,1035,2308,1220722,367.733,14.478,0.198,1.468
ID3822,3822,92,20.457,879.565,545.740,0,83615.880,40,10,1,2241.754,1471.466,2268.474,None,None,None,None,None,None,None,-10921639,2268.474,2403,1011,2928,1699087,425.816,17.812,0.358,2.810
ID3823,3823,11,20.552,194.614,557.177,0,83615.880,40,10,1,2141.319,1375.836,2269.692,None,None,None,None,None,None,None,-10921639,2269.692,2426,1134,2951,1699999,432.798,15.516,0.335,2.631
ID3824,3824,4,19.283,406.596,558.422,0,83615.880,40,10,1,2249.722,1331.975,2147.497,None,None,None,None,None,None,None,-10921639,2147.497,2208,998,3169,1608475,378.739,18.003,0.352,2.950
ID3825,3825,109,26.397,14.530,589.817,0,83615.880,40,10,1,1802.765,1099.268,2444.607,None,None,None,None,None,None,None,-10921639,2444.607,2732,856,3398,1831011,649.029,16.210,0.455,2.355
ID3826,3826,20,15.181,1021.909,596.897,0,83615.880,40,10,1,1943.844,1230.175,2185.688,None,None,None,None,None,None,None,-10921639,2185.688,2297,1262,2757,1637080,352.397,17.009,0.235,2.360
ID3827,3827,87,14.976,920.345,602.199,0,83615.880,40,10,1,2698.015,1151.004,1833.595,None,None,None,None,None,None,None,-10921639,1833.595,1873,1063,2451,1373363,403.498,14.468,0.248,1.808
ID3828,3828,98,22.062,192.763,603.605,0,83615.880,40,10,1,2090.840,1577.641,2511.972,None,None,None,None,None,None,None,-10921639,2511.972,2591,1485,3363,1881467,426.231,16.268,0.330,2.923
ID3829,3829,13,15.496,597.951,609.423,0,83615.880,40,10,1,1899.146,1209.417,2060.988,None,None,None,None,None,None,None,-10921639,2060.988,2175,1112,2867,1543680,438.942,14.844,0.242,1.829
ID3830,3830,93,12.041,332.079,615.442,0,83615.880,40,10,1,1917.916,1337.619,2100.798,None,None,None,None,None,None,None,-10921639,2100.798,2134,1478,2364,1573498,156.432,18.052,0.205,4.563
ID3831,3831,9,12.874,1031.626,630.688,0,83615.880,40,10,1,1903.688,1207.421,1893.510,None,None,None,None,None,None,None,-10921639,1893.510,1991,1144,2591,1418239,385.256,14.831,0.204,1.666
ID3832,3832,5,14.458,149.675,641.859,0,83615.880,40,10,1,2327.995,1256.364,1861.069,None,None,None,None,None,None,None,-10921639,1861.069,1935,1092,2763,1393941,410.915,15.054,0.241,1.757
ID3833,3833,65,15.001,783.289,650.255,0,83615.880,40,10,1,1852.868,1142.381,2264.758,None,None,None,None,None,None,None,-10921639,2264.758,2368,1349,2715,1696304,307.848,17.687,0.235,2.803
ID3834,3834,114,17.696,481.312,658.743,0,83615.880,40,10,1,2899.915,1183.734,2338.987,None,None,None,None,None,None,None,-10921639,2338.987,2355,1204,3161,1751901,441.558,15.663,0.254,2.143
ID3835,3835,18,16.959,280.140,663.981,0,83615.880,40,10,1,1912.665,1164.319,1921.387,None,None,None,None,None,None,None,-10921639,1921.387,1767,1156,3103,1439119,584.921,10.101,0.218,1.176
ID3836,3836,133,12.892,482.000,677.074,0,83615.880,40,10,1,2984.522,1186.307,2195.710,None,None,None,None,None,None,None,-10921639,2195.710,2223,1432,3029,1644587,263.468,18.190,0.204,2.829
ID3837,3837,25,11.159,701.357,679.557,0,83615.880,40,10,1,1988.389,1155.286,1805.828,None,None,None,None,None,None,None,-10921639,1805.828,1898,1144,2283,1352565,316.034,14.764,0.184,1.775
ID3838,3838,1,19.115,120.368,681.991,0,83615.880,40,10,1,2050.115,1371.615,2083.704,None,None,None,None,None,None,None,-10921639,2083.704,2218,942,3063,1560694,564.903,14.788,0.301,1.706
ID3839,3839,158,13.174,1109.937,710.022,0,83615.880,40,10,1,2345.967,1145.973,1795.809,None,None,None,None,None,None,None,-10921639,1795.809,1797,1104,2515,1345061,410.678,14.102,0.204,1.479
ID4352,4352,19,20.331,117.896,799.299,0,85706.277,41,10,1,2700.778,1813.737,2259.410,None,None,None,None,None,None,None,-10921639,2259.410,2402,1215,2891,1692298,386.645,17.189,0.344,2.994
ID4353,4353,27,23.300,34.383,800.063,0,85706.277,41,10,1,2270.999,1355.640,2248.025,None,None,None,None,None,None,None,-10921639,2248.025,2486,863,3121,1683771,590.441,16.743,0.394,2.151
ID4354,4354,28,13.001,279.559,810.473,0,85706.277,41,10,1,2415.389,1175.543,1752.861,None,None,None,None,None,None,None,-10921639,1752.861,1802,1051,2306,1312893,315.037,15.112,0.233,2.105
ID4355,4355,135,12.139,594.962,821.109,0,85706.277,41,10,1,2392.737,1168.593,1830.955,None,None,None,None,None,None,None,-10921639,1830.955,1899,1126,2253,1371385,234.079,17.716,0.238,3.006
ID4356,4356,167,14.631,36.571,830.214,0,85706.277,41,10,1,2236.963,1172.965,1595.610,None,None,None,None,None,None,None,-10921639,1595.610,1625,780,2408,1195112,445.233,14.545,0.288,1.601
ID4357,4357,122,22.325,191.595,843.986,0,85706.277,41,10,1,2109.180,1317.710,2200.032,None,None,None,None,None,None,None,-10921639,2200.032,2270,1056,3221,1647824,587.346,14.882,0.355,1.963
ID4358,4358,113,24.788,968.695,848.707,0,85706.277,41,10,1,2203.294,1491.224,2448.800,None,None,None,None,None,None,None,-10921639,2448.800,2658,1004,3137,1834151,528.421,16.061,0.392,2.610
ID4359,4359,34,18.027,502.321,854.520,0,85706.277,41,10,1,2210.227,1305.629,2153.079,None,None,None,None,None,None,None,-10921639,2153.079,2188,1208,2765,1612656,281.799,18.434,0.319,3.700
ID4360,4360,161,11.538,249.533,873.674,0,85706.277,41,10,1,2091.378,1161.705,1669.344,None,None,None,None,None,None,None,-10921639,1669.344,1774,938,2079,1250339,273.432,15.722,0.227,2.258
ID4361,4361,166,10.732,54.075,889.538,0,85706.277,41,10,1,2212.203,1160.650,1314.628,None,None,None,None,None,None,None,-10921639,1314.628,1310,742,1948,984656,332.031,14.610,0.279,1.729
ID4362,4362,152,15.874,451.644,890.982,0,85706.277,41,10,1,2204.073,1285.908,1951.218,None,None,None,None,None,None,None,-10921639,1951.218,2146,771,2638,1461462,488.337,16.382,0.359,2.110
ID4363,4363,170,11.132,360.833,902.765,0,85706.277,41,10,1,1349.378,773.474,1008.230,None,None,None,None,None,None,None,-10921639,1008.230,1049,0,2765,755164,771.870,6.956,0.239,0.504
ID4260,4260,46,16.761,619.189,12.096,0,85706.277,41,10,1,1822.625,1121.899,2316.134,None,None,None,None,None,None,None,-10921639,2316.134,2441,1257,2930,1734784,411.659,31.586,0.304,2.623
ID4261,4261,169,12.949,748.197,15.105,0,85706.277,41,10,1,1788.936,1113.228,2222.979,None,None,None,None,None,None,None,-10921639,2222.979,2311,1438,2557,1665011,238.756,38.000,0.218,3.331
ID4262,4262,164,12.815,1086.030,25.639,0,85706.277,41,10,1,2192.475,1128.610,1835.475,None,None,None,None,None,None,None,-10921639,1835.475,1768,1274,2555,1374771,345.547,14.196,0.188,1.685
ID4263,4263,104,15.903,678.167,27.197,0,85706.277,41,10,1,1843.119,1134.296,2301.176,None,None,None,None,None,None,None,-10921639,2301.176,2396,1437,2776,1723581,282.200,18.063,0.246,3.223
ID4264,4264,137,16.411,464.982,27.675,0,85706.277,41,10,1,1924.567,1164.039,2578.813,None,None,None,None,None,None,None,-10921639,2578.813,2634,1631,3036,1931531,269.594,23.728,0.220,3.454
ID4265,4265,56,14.745,537.500,30.506,0,85706.277,41,10,1,2154.881,1159.425,2174.830,None,None,None,None,None,None,None,-10921639,2174.830,2244,1318,3118,1628948,330.010,17.418,0.245,2.591
ID4266,4266,155,14.809,980.806,35.441,0,85706.277,41,10,1,2054.418,1266.259,2181.120,None,None,None,None,None,None,None,-10921639,2181.120,2260,1432,2594,1633659,266.837,23.637,0.233,3.085
ID4267,4267,116,14.034,286.511,36.519,0,85706.277,41,10,1,1871.554,1152.140,2142.852,None,None,None,None,None,None,None,-10921639,2142.852,2224,1402,2662,1604996,273.855,23.487,0.220,2.826
ID4268,4268,153,11.074,201.094,36.679,0,85706.277,41,10,1,2671.995,1169.063,1793.919,None,None,None,None,None,None,None,-10921639,1793.919,1873,1151,2218,1343645,266.293,15.440,0.193,2.176
ID4269,4269,140,12.453,134.379,40.777,0,85706.277,41,10,1,1933.712,1171.644,1822.482,None,None,None,None,None,None,None,-10921639,1822.482,1893,1157,2393,1365039,301.443,15.065,0.218,2.166
ID4270,4270,50,15.304,864.807,62.716,0,85706.277,41,10,1,1962.339,1168.661,1844.501,None,None,None,None,None,None,None,-10921639,1844.501,1850,990,2505,1381531,404.510,15.057,0.266,1.915
ID4271,4271,58,15.875,293.529,69.557,0,85706.277,41,10,1,2424.223,1284.662,2197.336,None,None,None,None,None,None,None,-10921639,2197.336,2303,1291,2720,1645805,367.670,17.304,0.246,2.360
ID4272,4272,148,11.226,0.000,81.324,0,85706.277,41,10,1,1272.774,756.797,1170.770,None,None,None,None,None,None,None,-10921639,1170.770,1511,0,2192,876907,791.632,18.411,0.317,0.713
ID4273,4273,132,13.743,548.663,91.473,0,85706.277,41,10,1,2530.587,1165.052,1880.146,None,None,None,None,None,None,None,-10921639,1880.146,1950,1193,2441,1408229,338.346,14.650,0.228,2.066
ID4274,4274,145,11.972,783.892,100.291,0,85706.277,41,10,1,2313.168,1143.967,1852.437,None,None,None,None,None,None,None,-10921639,1852.437,1865,1219,2418,1387475,305.819,14.549,0.189,1.922
ID4275,4275,2,19.724,86.193,114.771,0,85706.277,41,10,1,2140.726,1618.700,2162.071,None,None,None,None,None,None,None,-10921639,2162.071,2291,1043,3098,1619391,522.591,14.849,0.317,1.990
ID4276,4276,53,17.212,55.628,116.674,0,85706.277,41,10,1,2583.494,1643.191,2530.729,None,None,None,None,None,None,None,-10921639,2530.729,2538,1834,3152,1895516,270.626,24.001,0.227,3.460
ID4277,4277,54,13.100,605.793,117.555,0,85706.277,41,10,1,1940.028,1152.729,2093.760,None,None,None,None,None,None,None,-10921639,2093.760,2159,1352,2604,1568226,256.904,16.677,0.208,2.805
ID4278,4278,47,20.015,425.015,118.730,0,85706.277,41,10,1,1888.486,1179.770,2383.009,None,None,None,None,None,None,None,-10921639,2383.009,2500,1344,3069,1784874,423.369,17.403,0.301,2.602
ID4279,4279,44,15.853,219.361,120.655,0,85706.277,41,10,1,2058.435,1456.005,2127.025,None,None,None,None,None,None,None,-10921639,2127.025,2234,1209,2741,1593142,409.504,17.598,0.260,2.142
ID4280,4280,70,15.636,158.612,128.708,0,85706.277,41,10,1,3619.730,1184.417,2154.637,None,None,None,None,None,None,None,-10921639,2154.637,2262,1350,2636,1613823,314.633,17.252,0.250,2.736
ID4281,4281,83,12.071,252.587,139.580,0,85706.277,41,10,1,2370.247,1248.366,1995.864,None,None,None,None,None,None,None,-10921639,1995.864,2001,1425,2454,1494902,200.276,23.635,0.204,3.370
ID4282,4282,48,16.488,707.152,167.796,0,85706.277,41,10,1,2181.971,1334.191,2247.896,None,None,None,None,None,None,None,-10921639,2247.896,2313,1387,2856,1683674,295.266,17.941,0.265,3.188
ID4283,4283,69,17.740,999.999,167.209,0,85706.277,41,10,1,2054.307,1360.828,2260.858,None,None,None,None,None,None,None,-10921639,2260.858,2390,1187,2748,1693383,334.140,16.898,0.292,3.058
ID4284,4284,8,23.838,118.032,182.085,0,85706.277,41,10,1,2054.514,1211.618,2389.045,None,None,None,None,None,None,None,-10921639,2389.045,2601,978,3425,1789395,660.353,14.781,0.350,1.874
ID4285,4285,41,17.893,915.240,185.011,0,85706.277,41,10,1,2424.292,1941.043,2240.884,None,None,None,None,None,None,None,-10921639,2240.884,2296,1337,2945,1678422,343.753,17.323,0.293,2.951
ID4286,4286,60,12.930,1102.051,187.151,0,85706.277,41,10,1,2109.889,1144.737,1790.446,None,None,None,None,None,None,None,-10921639,1790.446,1798,1088,2404,1341044,330.091,14.736,0.217,1.931
ID4287,4287,171,14.409,1223.961,213.903,0,85706.277,41,10,1,1458.785,764.754,1359.565,None,None,None,None,None,None,None,-10921639,1359.565,1706,0,2415,1018314,905.287,14.399,0.330,0.745
ID4288,4288,64,16.915,313.984,221.492,0,85706.277,41,10,1,1991.427,1158.187,2191.068,None,None,None,None,None,None,None,-10921639,2191.068,2228,1350,2819,1641110,344.950,16.523,0.269,2.692
ID4289,4289,21,19.227,724.372,226.959,0,85706.277,41,10,1,2321.196,1150.861,2172.053,None,None,None,None,None,None,None,-10921639,2172.053,2264,1121,2914,1626868,454.284,15.918,0.303,2.222
ID4290,4290,61,20.852,842.569,227.624,0,85706.277,41,10,1,2085.013,1296.340,2217.146,None,None,None,None,None,None,None,-10921639,2217.146,2317,1019,2929,1660642,452.921,16.365,0.354,2.562
ID4291,4291,49,12.689,655.841,236.483,0,85706.277,41,10,1,2011.394,1155.749,1702.131,None,None,None,None,None,None,None,-10921639,1702.131,1725,1012,2292,1274896,345.949,14.504,0.223,1.794
ID4292,4292,57,10.129,319.630,253.527,0,85706.277,41,10,1,2020.015,1163.055,1657.931,None,None,None,None,None,None,None,-10921639,1657.931,1706,1141,2043,1241790,232.912,15.340,0.189,2.264
ID4293,4293,147,12.035,57.717,258.585,0,85706.277,41,10,1,3804.937,1179.936,1565.446,None,None,None,None,None,None,None,-10921639,1565.446,1619,880,2086,1172519,278.766,15.882,0.259,2.313
ID4294,4294,16,13.578,473.436,280.638,0,85706.277,41,10,1,2964.017,1173.198,1608.857,None,None,None,None,None,None,None,-10921639,1608.857,1630,843,2221,1205034,370.076,14.773,0.262,1.805
ID4295,4295,112,11.956,599.422,283.821,0,85706.277,41,10,1,3480.170,1157.995,1682.864,None,None,None,None,None,None,None,-10921639,1682.864,1707,1046,2233,1260465,304.483,14.692,0.209,1.907
ID4296,4296,84,10.912,329.551,304.714,0,85706.277,41,10,1,1843.879,1153.883,2003.422,None,None,None,None,None,None,None,-10921639,2003.422,2042,1523,2332,1500563,167.112,17.908,0.183,3.717
ID4297,4297,71,13.995,1137.090,309.006,0,85706.277,41,10,1,1948.648,1117.438,1914.330,None,None,None,None,None,None,None,-10921639,1914.330,1878,1224,2718,1433833,407.184,14.219,0.197,1.548
ID4298,4298,77,10.696,191.081,311.796,0,85706.277,41,10,1,1871.521,1150.131,1993.064,None,None,None,None,None,None,None,-10921639,1993.064,2011,1507,2265,1492805,120.023,23.650,0.192,5.354
ID4299,4299,162,12.648,1075.665,311.531,0,85706.277,41,10,1,1980.685,1122.748,1891.611,None,None,None,None,None,None,None,-10921639,1891.611,1862,1149,2651,1416817,426.031,14.147,0.170,1.293
ID4300,4300,157,26.165,33.831,322.315,0,85706.277,41,10,1,2027.123,1463.571,2523.674,None,None,None,None,None,None,None,-10921639,2523.674,2683,1075,3392,1890232,647.477,15.012,0.380,2.146
ID4301,4301,123,11.732,54.475,337.305,0,85706.277,41,10,1,1949.579,1174.049,1632.203,None,None,None,None,None,None,None,-10921639,1632.203,1629,885,2415,1222520,436.906,10.225,0.195,1.220
ID4302,4302,141,10.281,721.147,347.176,0,85706.277,41,10,1,2189.430,1152.774,1794.777,None,None,None,None,None,None,None,-10921639,1794.777,1854,1223,2229,1344288,246.711,14.961,0.168,2.097
ID4303,4303,154,19.445,889.987,349.608,0,85706.277,41,10,1,2663.909,1814.151,2791.039,None,None,None,None,None,None,None,-10921639,2791.039,2894,1303,3319,2090488,384.881,18.193,0.242,2.828
ID4304,4304,80,20.265,900.900,351.340,0,85706.277,41,10,1,2688.623,1826.164,2933.215,None,None,None,None,None,None,None,-10921639,2933.215,2990,1824,3370,2196978,248.593,23.387,0.272,5.043
ID4305,4305,88,19.454,1155.280,375.722,0,85706.277,41,10,1,2437.976,1237.769,2436.769,None,None,None,None,None,None,None,-10921639,2436.769,2543,1436,2998,1825140,354.096,17.000,0.293,3.118
ID4306,4306,90,14.114,369.684,381.272,0,85706.277,41,10,1,1889.391,1156.613,2229.099,None,None,None,None,None,None,None,-10921639,2229.099,2257,1453,2683,1669595,243.421,18.024,0.236,3.496
ID4307,4307,160,13.100,88.168,381.742,0,85706.277,41,10,1,2032.334,1191.147,1699.575,None,None,None,None,None,None,None,-10921639,1699.575,1673,1009,2417,1272982,362.779,14.419,0.224,1.714
ID4308,4308,6,17.381,1071.237,386.187,0,85706.277,41,10,1,1962.812,1142.004,2235.681,None,None,None,None,None,None,None,-10921639,2235.681,2404,1128,3037,1674525,499.022,14.956,0.259,1.845
ID4309,4309,149,23.731,37.211,390.253,0,85706.277,41,10,1,2432.449,1219.398,2398.255,None,None,None,None,None,None,None,-10921639,2398.255,2519,1009,3320,1796293,551.955,16.377,0.380,2.391
ID4310,4310,78,19.239,536.053,390.884,0,85706.277,41,10,1,1978.024,1196.640,2197.236,None,None,None,None,None,None,None,-10921639,2197.236,2394,1040,2910,1645730,507.443,15.383,0.304,2.021
ID4311,4311,85,18.361,397.226,398.375,0,85706.277,41,10,1,2984.073,1240.068,2068.069,None,None,None,None,None,None,None,-10921639,2068.069,2215,894,3066,1548984,538.799,14.766,0.290,1.724
ID4312,4312,89,11.717,157.534,403.769,0,85706.277,41,10,1,2677.320,1198.095,1748.163,None,None,None,None,None,None,None,-10921639,1748.163,1801,1051,2415,1309374,327.337,15.563,0.200,1.777
ID4313,4313,62,13.458,580.267,428.071,0,85706.277,41,10,1,1956.768,1153.192,1786.937,None,None,None,None,None,None,None,-10921639,1786.937,1853,1096,2395,1338416,352.610,14.615,0.232,1.907
ID4314,4314,68,22.873,811.610,439.521,0,85706.277,41,10,1,1954.517,1179.745,2359.984,None,None,None,None,None,None,None,-10921639,2359.984,2517,923,3033,1767628,458.415,17.340,0.398,2.933
ID4315,4315,66,18.096,254.807,443.730,0,85706.277,41,10,1,2793.618,1168.264,2351.585,None,None,None,None,None,None,None,-10921639,2351.585,2439,1639,2846,1761337,277.781,17.464,0.287,3.779
ID4316,4316,12,12.734,756.331,445.259,0,85706.277,41,10,1,1932.625,1147.525,1888.792,None,None,None,None,None,None,None,-10921639,1888.792,1988,1126,2424,1414705,336.628,14.817,0.209,1.942
ID4317,4317,99,18.554,226.993,458.064,0,85706.277,41,10,1,2030.475,1223.466,2311.195,None,None,None,None,None,None,None,-10921639,2311.195,2473,1249,2824,1731085,380.615,16.655,0.297,2.779
ID4318,4318,76,10.698,143.957,461.896,0,85706.277,41,10,1,2040.822,1177.850,1539.756,None,None,None,None,None,None,None,-10921639,1539.756,1532,943,2148,1153277,321.258,14.515,0.196,1.569
ID4319,4319,67,24.338,88.588,471.420,0,85706.277,41,10,1,3070.632,2042.887,2468.387,None,None,None,None,None,None,None,-10921639,2468.387,2660,1137,3186,1848822,514.405,17.293,0.382,2.652
ID4320,4320,0,14.272,1093.312,498.158,0,85706.277,41,10,1,2596.093,1643.045,2059.973,None,None,None,None,None,None,None,-10921639,2059.973,2132,1252,2462,1542920,253.394,23.335,0.245,3.197
ID4321,4321,91,13.627,947.708,507.172,0,85706.277,41,10,1,2312.021,1159.096,1732.067,None,None,None,None,None,None,None,-10921639,1732.067,1813,987,2266,1297318,325.517,14.717,0.257,2.175
ID4322,4322,82,16.864,593.557,519.660,0,85706.277,41,10,1,2256.594,1413.410,2133.284,None,None,None,None,None,None,None,-10921639,2133.284,2241,1157,2668,1597830,365.601,17.323,0.285,2.589
ID4323,4323,75,19.587,500.116,525.952,0,85706.277,41,10,1,2134.708,1239.645,2220.176,None,None,None,None,None,None,None,-10921639,2220.176,2344,1070,2961,1662912,385.480,16.956,0.346,2.960
ID4324,4324,73,11.368,720.361,535.513,0,85706.277,41,10,1,2258.222,1151.531,1617.248,None,None,None,None,None,None,None,-10921639,1617.248,1615,1021,2305,1211319,373.317,14.351,0.193,1.404
ID4325,4325,4,17.768,399.889,540.856,0,85706.277,41,10,1,2200.503,1293.214,2039.784,None,None,None,None,None,None,None,-10921639,2039.784,2154,1229,2641,1527798,324.975,16.771,0.327,3.092
ID4326,4326,92,20.172,878.787,545.105,0,85706.277,41,10,1,2235.833,1384.507,2249.662,None,None,None,None,None,None,None,-10921639,2249.662,2394,1085,2814,1684997,407.782,17.910,0.356,2.894
ID4327,4327,11,20.503,197.026,554.113,0,85706.277,41,10,1,2140.650,1379.800,2295.696,None,None,None,None,None,None,None,-10921639,2295.696,2445,1177,2968,1719476,420.385,15.838,0.332,2.720
ID4328,4328,109,23.916,12.609,590.925,0,85706.277,41,10,1,1794.961,1095.742,2424.629,None,None,None,None,None,None,None,-10921639,2424.629,2670,949,3320,1816047,601.419,16.139,0.443,2.476
ID4329,4329,98,22.015,183.520,594.257,0,85706.277,41,10,1,2092.346,1575.567,2462.419,None,None,None,None,None,None,None,-10921639,2462.419,2555,1487,3364,1844352,422.615,15.977,0.333,2.911
ID4330,4330,20,14.558,1025.511,595.409,0,85706.277,41,10,1,1943.648,1230.437,2162.421,None,None,None,None,None,None,None,-10921639,2162.421,2264,1251,2671,1619653,318.361,17.432,0.232,2.554
ID4331,4331,87,14.876,914.028,609.777,0,85706.277,41,10,1,2700.326,1158.705,1826.864,None,None,None,None,None,None,None,-10921639,1826.864,1856,1047,2483,1368321,390.439,14.466,0.250,1.873
ID4332,4332,93,12.137,337.653,616.640,0,85706.277,41,10,1,1918.232,1347.668,2115.399,None,None,None,None,None,None,None,-10921639,2115.399,2154,1610,2380,1584434,156.039,18.556,0.204,4.585
ID4333,4333,13,14.944,593.335,620.916,0,85706.277,41,10,1,1926.331,1222.427,2053.790,None,None,None,None,None,None,None,-10921639,2053.790,2144,1094,2685,1538289,395.017,15.121,0.236,1.986
ID4334,4334,9,13.069,1034.806,627.447,0,85706.277,41,10,1,1903.758,1216.152,1916.664,None,None,None,None,None,None,None,-10921639,1916.664,2016,1129,2550,1435581,379.239,14.695,0.208,1.738
ID4335,4335,5,14.715,153.461,648.890,0,85706.277,41,10,1,2357.152,1275.565,1853.673,None,None,None,None,None,None,None,-10921639,1853.673,1893,1078,2732,1388401,424.159,14.763,0.238,1.683
ID4336,4336,65,14.748,782.526,650.715,0,85706.277,41,10,1,1857.048,1141.350,2257.187,None,None,None,None,None,None,None,-10921639,2257.187,2370,1446,2714,1690633,289.629,17.935,0.235,2.963
ID4337,4337,18,16.593,262.462,652.548,0,85706.277,41,10,1,1913.632,1165.336,1960.733,None,None,None,None,None,None,None,-10921639,1960.733,1886,1151,2973,1468589,512.748,14.030,0.231,1.437
ID4338,4338,114,17.571,478.296,674.438,0,85706.277,41,10,1,2868.530,1179.704,2297.733,None,None,None,None,None,None,None,-10921639,2297.733,2345,1218,3089,1721002,437.484,14.973,0.253,2.122
ID4339,4339,25,11.286,702.084,674.733,0,85706.277,41,10,1,1982.705,1156.458,1803.842,None,None,None,None,None,None,None,-10921639,1803.842,1879,1134,2299,1351078,313.350,14.850,0.188,1.818
ID4340,4340,158,13.529,1115.016,675.812,0,85706.277,41,10,1,2340.830,1148.881,1853.099,None,None,None,None,None,None,None,-10921639,1853.099,1841,1173,2583,1387971,415.317,14.100,0.202,1.497
ID4341,4341,1,19.647,125.927,682.159,0,85706.277,41,10,1,2066.463,1396.551,2156.720,None,None,None,None,None,None,None,-10921639,2156.720,2318,970,2947,1615383,531.918,15.071,0.307,1.906
ID4342,4342,133,12.962,477.622,693.654,0,85706.277,41,10,1,2959.518,1180.705,2152.100,None,None,None,None,None,None,None,-10921639,2152.100,2194,1367,2965,1611923,259.312,17.970,0.208,2.863
ID4343,4343,165,11.602,297.508,710.050,0,85706.277,41,10,1,1937.164,1161.571,1799.192,None,None,None,None,None,None,None,-10921639,1799.192,1848,1215,2357,1347595,274.377,14.776,0.195,2.138
ID4344,4344,29,13.495,254.421,728.041,0,85706.277,41,10,1,2135.690,1309.887,2070.252,None,None,None,None,None,None,None,-10921639,2070.252,2122,1393,2392,1550619,207.331,17.839,0.241,3.874
ID4345,4345,23,30.636,517.870,748.153,0,85706.277,41,10,1,2103.716,1274.733,2653.816,None,None,None,None,None,None,None,-10921639,2653.816,2714,1041,4706,1987708,911.155,14.897,0.406,1.682
ID4346,4346,30,21.165,688.193,749.460,0,85706.277,41,10,1,2280.394,1152.626,2329.769,None,None,None,None,None,None,None,-10921639,2329.769,2462,1141,3273,1744997,533.354,14.874,0.310,2.067
ID4347,4347,15,13.500,895.429,756.818,0,85706.277,41,10,1,3308.802,1167.466,1664.733,None,None,None,None,None,None,None,-10921639,1664.733,1709,922,2220,1246885,361.117,14.699,0.252,1.855
ID4348,4348,143,11.511,317.587,757.655,0,85706.277,41,10,1,2880.765,1170.055,1781.240,None,None,None,None,None,None,None,-10921639,1781.240,1807,1123,2338,1334149,338.813,14.648,0.184,1.637
ID4349,4349,100,19.329,981.296,766.498,0,85706.277,41,10,1,2194.558,1166.758,2263.742,None,None,None,None,None,None,None,-10921639,2263.742,2396,1110,3038,1695543,426.142,16.245,0.315,2.542
ID4350,4350,17,10.270,441.012,791.188,0,85706.277,41,10,1,2888.649,1208.665,1524.716,None,None,None,None,None,None,None,-10921639,1524.716,1505,887,2104,1142012,295.439,14.124,0.183,1.600
ID4351,4351,131,12.491,840.205,791.627,0,85706.277,41,10,1,2089.000,1213.120,1754.854,None,None,None,None,None,None,None,-10921639,1754.854,1826,1075,2363,1314386,287.964,15.405,0.231,2.289
ID4364,4364,46,16.098,621.562,11.213,0,87796.674,42,10,1,1814.893,1117.868,2302.809,None,None,None,None,None,None,None,-10921639,2302.809,2421,1296,2895,1724804,392.382,24.064,0.323,2.862
ID4365,4365,169,13.266,747.246,18.718,0,87796.674,42,10,1,1800.665,1114.632,2218.701,None,None,None,None,None,None,None,-10921639,2218.701,2289,1375,2534,1661807,208.386,18.065,0.217,3.794
ID4366,4366,56,15.677,543.815,24.876,0,87796.674,42,10,1,2146.892,1152.255,2189.083,None,None,None,None,None,None,None,-10921639,2189.083,2254,1378,3153,1639623,332.605,17.677,0.252,2.647
ID4367,4367,104,15.658,677.592,24.353,0,87796.674,42,10,1,1837.414,1132.099,2294.180,None,None,None,None,None,None,None,-10921639,2294.180,2375,1463,2773,1718341,264.896,17.974,0.244,3.402
ID4368,4368,155,14.641,999.368,27.840,0,87796.674,42,10,1,1972.501,1222.960,2150.052,None,None,None,None,None,None,None,-10921639,2150.052,2232,1329,2630,1610389,275.170,17.588,0.230,2.919
ID4369,4369,153,10.844,204.157,29.296,0,87796.674,42,10,1,2626.892,1165.971,1783.303,None,None,None,None,None,None,None,-10921639,1783.303,1853,1158,2189,1335694,258.741,15.529,0.188,2.183
